Timestamp,Solar_Power_kW,Wind_Power_kW,Grid_Power_kW,Battery_SoC_%,SC_Charge_kW_x,Hydrogen_Production_kg/h,Load_Demand_kW,Power_Supplied_kW,Power_Loss_kW,Battery_Charge_kW,Battery_Discharge_kW,SC_Charge_kW_y,SC_Discharge_kW,hour,Electricity_Price_USDperkWh,Grid_Status,SC_Energy_kWh_raw,Optimization_Level
2024-04-01 00:00:00,18.727005942368123,7.405317153544786,8.92558525603859,73.81623953671183,5.719958782835928,1.9681776013872103,62.4128477038911,62.21885043024667,0.1939972736444346,22.483570765056164,21.99677718293001,3.649643450051237,0.184384884245218,0,0.1,1,0.0,High Efficiency
2024-04-01 01:00:00,47.53571532049581,21.676037895134325,8.704681986079997,83.73451177530978,8.054323292999863,2.367178296875107,38.61931810525832,37.68545546410267,0.933862641155649,19.308678494144075,19.623168414563843,4.710962658568964,2.279229978440996,1,0.1,1,0.0405288780021328,High Efficiency
2024-04-01 02:00:00,36.59969709057025,34.91783343505633,18.59381870781555,40.03743190339992,7.60160929790159,4.272736966010902,73.61972816774075,69.46349914229103,4.156229025449719,23.23844269050346,15.29815184960087,3.415160158000077,3.172788933156712,2,0.1,1,0.0445683984161888,Moderate Efficiency
2024-04-01 03:00:00,29.93292420985183,29.288995456382448,8.743192997742591,69.98992796855991,1.5389990469377368,1.7000219302994606,60.65581195346208,56.8219701717704,3.8338417816916817,27.61514928204013,11.765316111472131,4.384076940721919,7.775375314680381,3,0.1,1,0.0,Moderate Efficiency
2024-04-01 04:00:00,7.800932022121826,32.26244591445799,9.079245891929464,65.7396786514999,1.492494697414739,4.3482484240608565,37.86019417784771,36.10698072056198,1.7532134572857316,18.82923312638332,18.491116568067948,1.212770666092429,5.113106249067516,4,0.1,1,0.0,High Efficiency
2024-04-01 05:00:00,7.799726016810133,26.35133466842869,16.390973936269454,86.62643014306168,2.681743677449133,0.4406721548834574,78.11690287406034,76.23284973518928,1.8840531388710675,18.8293152152541,16.967426927108747,5.426587414745877,1.3290368618002173,5,0.1,1,0.068292509215761,High Efficiency
2024-04-01 06:00:00,2.9041806084099733,27.6910625807141,11.7460976367581,92.48696483850084,3.610747263410372,3.8839921860431534,55.91827316676603,53.25050099899813,2.6677721677679003,27.896064077536955,19.475966100138663,5.002410950724449,4.972072578835274,6,0.1,1,0.0687981487472472,Moderate Efficiency
2024-04-01 07:00:00,43.30880728874676,33.96782606261277,16.650658354327717,20.972541718190943,4.084555814084826,4.237738165273682,33.64492259358275,33.64371757015707,0.0012050234256761,23.837173645764544,18.175859008409848,3.3658227378636187,0.905392022123269,7,0.3,1,0.1098053273429197,High Efficiency
2024-04-01 08:00:00,30.05575058716044,9.98672035436744,5.980492363465778,73.92159352470341,6.796972168333452,0.9090882641866938,61.34164522075336,60.13542354056322,1.20622168019014,17.65262807032524,20.247763576596675,6.31849133686481,6.165382107774146,8,0.3,1,0.1123571478277641,High Efficiency
2024-04-01 09:00:00,35.40362888980228,19.57699854572562,12.313567905100763,24.146863929578323,0.566804321658354,2.1517326618610024,42.65994535064051,41.61878630759944,1.0411590430410698,22.712800217929825,12.32382394219716,6.875140275253116,3.0577506963642427,9,0.3,1,0.175980307475912,High Efficiency
2024-04-01 10:00:00,1.0292247147901223,8.848377672784089,5.50420400274924,63.90869320618848,0.3467270422606638,0.8274988733182781,70.18467259386512,68.9322578601163,1.2524147337488216,17.682911535937688,21.586970328171628,1.7848802712620515,3.8127276225216575,10,0.3,1,0.1421828516215852,High Efficiency
2024-04-01 11:00:00,48.49549260809972,39.50672031986588,5.9397980518303175,43.010618323494256,3.91910562943909,3.5330206449710886,70.89110367830953,66.86157446564232,4.029529212667214,17.671351232148716,15.987998023461998,3.474550442867572,6.65159329508438,11,0.2,1,0.0892321374179717,Moderate Efficiency
2024-04-01 12:00:00,41.622132040021086,37.76237358746453,18.596561800166164,44.5421279617713,6.971636921379805,2.676738840308284,78.94736779273309,77.54899851000087,1.3983692827322187,21.20981135783017,25.376304363126327,3.4617153004254035,1.4256728628315,12,0.2,1,0.1231661780445368,High Efficiency
2024-04-01 13:00:00,10.616955533913808,1.577072454740236,7.088680566763927,48.23668027618852,1.9343534295648257,3.1766167335416053,55.09347655122519,54.135869940974445,0.9576066102507426,10.43359877671101,11.55406090955216,3.120193797782271,1.2057636297740175,13,0.2,1,0.155073347511341,High Efficiency
2024-04-01 14:00:00,9.091248360355031,28.22300690062754,12.986310234128258,69.70339592396881,6.415044812562517,0.9824348347810558,52.74784398638685,50.2265266824217,2.521317303965155,11.375410837434837,23.679819015826247,6.658949683863497,2.8328013473079903,14,0.2,1,0.2188424864539328,Moderate Efficiency
2024-04-01 15:00:00,9.17022549267169,37.00993269662664,11.166434039010598,46.72399725350154,2.5982813794029944,1.0587293102620976,67.67378027232402,63.345555090460365,4.328225181863658,17.188562353795135,15.98955391731324,4.612347722454393,6.076757702038633,15,0.2,1,0.1944356534608621,Moderate Efficiency
2024-04-01 16:00:00,15.212112147976883,7.223013805093341,10.21014989388264,78.61592404722244,8.860861088135163,0.2074866275495318,36.623532817096326,35.416784297908826,1.2067485191874994,14.93584439832788,11.742909981927758,4.470970317378779,0.9613078490463152,16,0.2,1,0.2529300279330699,High Efficiency
2024-04-01 17:00:00,26.237821581611893,22.717809222105178,18.49750018530909,52.36219084590957,8.956899442666165,1.6103376759786483,57.34577568965621,56.95309447569221,0.3926812139639963,21.571236662976368,12.580570829728392,0.9922752711864932,0.0,17,0.3,1,0.2694679491195114,High Efficiency
2024-04-01 18:00:00,21.597250932105787,36.61953190352168,5.327350951632343,25.468256024796688,2.9728720428132647,2.798723306668375,57.31238000654255,55.53035632729422,1.7820236792483255,15.459879622393943,13.3982634590284,6.2708360604184525,3.0976822831820026,18,0.3,1,0.3223538454067856,High Efficiency
2024-04-01 19:00:00,14.561457009902096,1.3578391434319537,14.956845292633837,82.70078739872858,2.2999375396324053,4.289674569986644,34.47365614051936,30.73539701769447,3.738259122824889,12.938481493323543,17.120829732009582,2.521483210293055,5.103481599821841,19,0.3,1,0.2793205389146391,Moderate Efficiency
2024-04-01 20:00:00,30.592644736118974,27.8968106898736,19.450916513203257,42.86066596741648,4.113039720662313,3.3346372372934034,50.89920427534568,48.14575155187171,2.75345272347397,27.32824384460777,17.6141774401775,5.119865260532657,6.400523499477659,20,0.3,1,0.2579762349322224,Moderate Efficiency
2024-04-01 21:00:00,6.974693032602092,11.89396029490203,13.402522751927629,54.62135036794101,2.405315851801487,2.176981616998757,72.6642399283601,68.58027308048837,4.083966847871736,18.871118497567323,12.131499980307105,5.554753875916384,3.073677275829202,21,0.1,1,0.2993275116003421,Moderate Efficiency
2024-04-01 22:00:00,14.607232426760907,36.975847815061215,19.052336930496377,74.83551065775212,6.723838432917036,4.765600571970689,72.80768109973302,68.00972036168685,4.797960738046172,20.33764102343962,14.878227038695083,7.7213171916773025,3.177146785767995,22,0.1,1,0.3750636850321639,Moderate Efficiency
